Timecode In,Timecode Out,Subtitle,Program,Date
00:08:41:10,00:08:45:12,Ein FDP-Abgeordneter nutzte den Begriff Heizungsverbotsgesetz.,tagesthemen,08.09.23
00:08:46:05,00:08:48:12,Dass sollte den Menschen Angst machen.,tagesthemen,08.09.23
00:08:49:05,00:08:50:09,Das hat es auch.,tagesthemen,08.09.23
00:08:51:08,00:08:54:16,Welchen politischen Schaden hat das angerichtet?,tagesthemen,08.09.23
00:08:57:08,00:08:59:01,Ein dreifacher Schaden:,tagesthemen,08.09.23
00:09:01:16,00:09:04:12,Die Koalition hat schlechte Umfragewerte.,tagesthemen,08.09.23
00:09:04:17,00:09:08:06,Sie wird kein ehrgeizigeres Heizungsgesetz mehr entwickeln.,tagesthemen,08.09.23
00:09:12:17,00:09:15:19,Es ist auch ein Schaden fuer die Demokratie.,tagesthemen,08.09.23
00:09:16:15,00:09:20:10,"Haben die Buerger das Gefuehl, wir werden nicht vernuenftig regiert,",tagesthemen,08.09.23
00:09:20:15,00:09:22:13,verlieren sie das Vertrauen.,tagesthemen,08.09.23
00:09:23:14,00:09:25:10,Das ist fuer niemanden gut.,tagesthemen,08.09.23
00:09:26:14,00:09:30:17,Wir erinnern uns an ein Selfie von Rot-Gruen-Gelb.,tagesthemen,08.09.23
00:09:35:01,00:09:39:05,"Weshalb ist kurze Zeit spaeter diese Koalition im Dauerstreit,",tagesthemen,08.09.23
00:09:39:10,00:09:42:03,und zwar vor aller ÈOffentlichkeit?,tagesthemen,08.09.23
00:09:43:17,00:09:45:07,Es war etwas anders:,tagesthemen,08.09.23
00:09:45:11,00:09:48:02,Im ersten Jahr war der Streit im Griff.,tagesthemen,08.09.23
00:09:49:08,00:09:51:08,Streit gehoert zu einer Koalition.,tagesthemen,08.09.23
00:09:55:19,00:09:59:00,Im ersten Jahr hat man sich mit Putin beschaeftigt.,tagesthemen,08.09.23
00:09:59:05,00:10:02:06,2023 hat man sich mit sich selbst beschaeftigt.,tagesthemen,08.09.23
00:10:02:09,00:10:05:08,Die FDP verlor fuenf Landtagswahlen nacheinander.,tagesthemen,08.09.23
00:10:05:24,00:10:08:12,Sie flog aus drei Landesparlamenten.,tagesthemen,08.09.23
00:10:10:03,00:10:12:08,"Lindner gab die Parole aus,",tagesthemen,08.09.23
00:10:12:10,00:10:16:01,man muesse sichtbarer in der Regierung werden.,tagesthemen,08.09.23
00:10:16:07,00:10:19:15,Man kann es auch als Opposition in der Regierung sehen.,tagesthemen,08.09.23
00:10:21:01,00:10:23:21,Wir reden ein halbes Jahr uebers Heizungsgesetz.,tagesthemen,08.09.23
00:10:24:21,00:10:29:00,"Das ist zu lang - fuers Volk, fuers Klima, fuer die Regierung.",tagesthemen,08.09.23
00:10:30:04,00:10:33:18,Sie verweisen auf den Bild-Artikel und auf die FDP.,tagesthemen,08.09.23
00:10:37:09,00:10:39:12,"Wie konnte es Habeck passieren,",tagesthemen,08.09.23
00:10:39:14,00:10:44:10,"dass er bei diesem Thema versaeumt, die Menschen mitzunehmen?",tagesthemen,08.09.23
00:10:49:09,00:10:52:08,Robert Habeck hat etwas falsch verstanden.,tagesthemen,08.09.23
00:10:53:05,00:10:57:06,Er wurde fuer seine pragmatische Politik im letzten Jahr gefeiert.,tagesthemen,08.09.23
00:10:57:12,00:11:01:16,"Er hat Kohlekraftwerke laenger laufen lassen, auch drei AKW.",tagesthemen,08.09.23
00:11:02:16,00:11:05:06,"Er dachte, wenn er dafuer gefeiert wird,",tagesthemen,08.09.23
00:11:06:13,00:11:09:07,"sich ueber Parteigrenzen hinwegzusetzen,",tagesthemen,08.09.23
00:11:11:01,00:11:13:14,dann seien die Leute auch so flexibel.,tagesthemen,08.09.23
00:11:15:20,00:11:20:10,"Die Beharrungskraefte in der Gesellschaft, in den Medien,",tagesthemen,08.09.23
00:11:20:12,00:11:21:13,sind staerker.,tagesthemen,08.09.23
00:11:24:07,00:11:27:05,"Hat er versaeumt, die Menschen mitzunehmen?",tagesthemen,08.09.23
00:11:28:01,00:11:30:23,"Er hat versaeumt, die Menschen mitzunehmen.",tagesthemen,08.09.23
00:11:32:21,00:11:35:09,Man muss bei Klimapolitik ehrgeizig sein.,tagesthemen,08.09.23
00:11:37:08,00:11:39:22,Man muss die Menschen aber auch mitnehmen.,tagesthemen,08.09.23
00:11:40:10,00:11:42:24,Sonst nutzt das schoenste Gesetz nichts.,tagesthemen,08.09.23
00:11:43:23,00:11:46:06,Das Mitnehmen hat Habeck versaeumt.,tagesthemen,08.09.23
00:11:48:14,00:11:50:23,Sie haben die Akteure begleitet.,tagesthemen,08.09.23
00:11:54:10,00:11:57:18,"Durch den Streit, haben sich die Personen veraendert?",tagesthemen,08.09.23
00:12:02:05,00:12:03:15,Es gibt Misstrauen.,tagesthemen,08.09.23
00:12:04:21,00:12:06:19,Es kann nicht anders sein.,tagesthemen,08.09.23
00:12:09:12,00:12:12:15,Robert Habeck hat sich am meisten veraendert.,tagesthemen,08.09.23
00:12:12:18,00:12:15:07,Bei keinem anderen Regierungsmitglied,tagesthemen,08.09.23
00:12:15:09,00:12:18:08,kann man das Auf und Ab so gut beobachten.,tagesthemen,08.09.23
00:12:18:14,00:12:20:19,"Den Hoehenflug, dann die Krisen.",tagesthemen,08.09.23
00:12:21:21,00:12:24:07,Auch die Gasumlage war eine Krise.,tagesthemen,08.09.23
00:12:24:11,00:12:27:11,"Er hat sich gefangen, aber er zeigt das.",tagesthemen,08.09.23
00:12:29:15,00:12:32:04,Scholz und Lindner sind zurueckhaltender.,tagesthemen,08.09.23
00:12:33:00,00:12:34:13,Das sind andere Typen.,tagesthemen,08.09.23
00:12:36:23,00:12:38:18,Habeck zeigt seine Tiefs.,tagesthemen,08.09.23
00:12:39:24,00:12:42:00,Er hat einige durchlitten.,tagesthemen,08.09.23
00:12:43:08,00:12:45:24,Vom Kanzler forderten viele ein Machtwort.,tagesthemen,08.09.23
00:12:47:18,00:12:50:06,Bei der Atomkraft hatte er das gesprochen.,tagesthemen,08.09.23
00:12:50:23,00:12:52:16,Wie bewerten Sie Scholz?,tagesthemen,08.09.23
00:12:53:23,00:12:55:23,Scholz hat eine eigene Art.,tagesthemen,08.09.23
00:12:58:10,00:13:01:02,"Was ihm vorgeworfen wird, das Zoegerliche,",tagesthemen,08.09.23
00:13:01:22,00:13:04:20,"nicht beim Klima, bei der Ukraine-Politik,",tagesthemen,08.09.23
00:13:06:02,00:13:08:05,wuerde ich ihm nicht anlasten.,tagesthemen,08.09.23
00:13:08:08,00:13:11:21,"Wer so unter Druck steht, ich meine keine Umfragewerte:",tagesthemen,08.09.23
00:13:12:21,00:13:15:13,Druck vor einer Eskalation des Krieges.,tagesthemen,08.09.23
00:13:18:02,00:13:21:22,"Dass er sich Zeit fuer Entscheidungen nimmt, ist verstaendlich.",tagesthemen,08.09.23
00:13:23:04,00:13:26:03,Uns Journalisten geht es oft nicht schnell genug.,tagesthemen,08.09.23
00:13:26:18,00:13:29:01,Das Draengeln ist unsere Aufgabe.,tagesthemen,08.09.23
00:13:30:16,00:13:34:04,"Dass der Kanzler in so einer Situation sich Zeit nimmt,",tagesthemen,08.09.23
00:13:41:10,00:13:42:22,kann ich verstehen.,tagesthemen,08.09.23
00:13:43:03,00:13:48:06,"Enttaeuschte Waehler bleiben oft der naechsten Wahl fern,",tagesthemen,08.09.23
00:13:48:11,00:13:51:08,aktuell scheinen sie alle zur AfD zu gehen.,tagesthemen,08.09.23
00:13:51:10,00:13:56:03,"Was glauben Sie, steht die AfD durch diesen Streit so gut da?",tagesthemen,08.09.23
00:14:00:07,00:14:01:12,Ohne Zweifel.,tagesthemen,08.09.23
00:14:02:21,00:14:05:14,Die Umfragewerte der Ampel-Parteien sinken.,tagesthemen,08.09.23
00:14:06:00,00:14:11:07,Die der AfD haben sich verdoppelt gegenueber der Bundestagswahl.,tagesthemen,08.09.23
00:14:13:05,00:14:14:05,Scholz sagt:,tagesthemen,08.09.23
00:14:14:07,00:14:17:24,Das sei in anderen wohlhabenden Gesellschaften nicht anders.,tagesthemen,08.09.23
00:14:18:02,00:14:20:03,Das erklaert es nur zum Teil.,tagesthemen,08.09.23
00:14:24:05,00:14:26:09,"Es gibt einen Bodensatz, klar.",tagesthemen,08.09.23
00:14:26:21,00:14:31:02,Natuerlich haengt das auch mit der Performance der Regierung zusammen.,tagesthemen,08.09.23
00:14:31:20,00:14:35:12,Wir sind Montag auf Ihre Dokumentation gespannt.,tagesthemen,08.09.23
00:14:36:22,00:14:38:16,"Danke, Stephan Lamby.",tagesthemen,08.09.23
00:14:41:10,00:14:43:22,"Die Zeiten von zwei Supermaechten,",tagesthemen,08.09.23
00:14:43:24,00:14:48:00,"einer Welt im Osten und einer im Westen, sind laengst vorbei.",tagesthemen,08.09.23
00:14:48:04,00:14:51:19,Kein globales Problem laesst sich ohne China loesen -,tagesthemen,08.09.23
00:14:51:22,00:14:55:00,und womoeglich bald auch ohne Indien nicht mehr.,tagesthemen,08.09.23
00:14:55:02,00:14:58:09,"2023 hat Indien China in der Einwohnerzahl ueberholt,",tagesthemen,08.09.23
00:14:58:11,00:15:02:07,"inzwischen leben in dem Land mehr als 1,4 Mrd. Menschen.",tagesthemen,08.09.23
00:15:02:09,00:15:04:21,Wirtschaftlich steigt es weiter auf.,tagesthemen,08.09.23
00:15:04:23,00:15:08:23,Politisch praesentiert sich Indien als Gastgeber der G20.,tagesthemen,08.09.23
00:15:11:16,00:15:16:10,US-Praesident Joe Biden landete dort am fruehen Abend,tagesthemen,08.09.23
00:15:16:14,00:15:19:18,und traf sich mit Regierungschef Modi.,tagesthemen,08.09.23
00:15:19:20,00:15:24:14,Die USA treten bei dem Gipfel sichtbar als fuehrende Weltmacht auf.,tagesthemen,08.09.23
00:15:24:19,00:15:29:21,Die Praesidenten zweier zentraler Mitglieder sagten das Treffen ab.,tagesthemen,08.09.23
00:15:32:11,00:15:35:12,Aus Indiens Hauptstadt berichtet Oliver Mayer.,tagesthemen,08.09.23
00:15:36:15,00:15:38:11,Neu-Delhi macht sich schick.,tagesthemen,08.09.23
00:15:38:13,00:15:41:13,"Zahlreiche Wandmalereien, zig Statuen,",tagesthemen,08.09.23
00:15:41:19,00:15:44:08,ueber 100 neue Brunnen wurden gebaut.,tagesthemen,08.09.23
00:15:44:24,00:15:49:01,Fuer den G20-Gipfel soll Indiens Hauptstadt glaenzen.,tagesthemen,08.09.23
00:15:49:03,00:15:51:20,"So wie es sich fuer einen Gastgeber gehoert,",tagesthemen,08.09.23
00:15:51:22,00:15:55:24,der ein neues weltpolitisches Selbstverstaendnis entwickelt hat.,tagesthemen,08.09.23
00:15:56:08,00:15:58:05,Indien ist sehr stark.,tagesthemen,08.09.23
00:15:58:15,00:16:01:22,Wir sind die fuenftgroesste Volkswirtschaft der Welt,tagesthemen,08.09.23
00:16:01:24,00:16:04:23,und werden in vier Jahren die drittgroesste sein.,tagesthemen,08.09.23
00:16:05:00,00:16:06:20,In den letzten acht Jahren,tagesthemen,08.09.23
00:16:06:22,00:16:10:00,haben wir viele Entwicklungen vorangetrieben.,tagesthemen,08.09.23
00:16:11:04,00:16:13:03,"Indien will der Welt zeigen,",tagesthemen,08.09.23
00:16:13:05,00:16:16:17,dass das alte Rollenbild des Landes laengst ueberholt ist.,tagesthemen,08.09.23
00:16:16:19,00:16:19:18,"Sich als moderne Technologienation praesentieren,",tagesthemen,08.09.23
00:16:19:20,00:16:22:01,die geopolitische Ambitionen hat.,tagesthemen,08.09.23
00:16:22:03,00:16:24:03,Waehrend der G20-Praesidentschaft,tagesthemen,08.09.23
00:16:24:05,00:16:27:05,schuf Indien auch eine neue Rolle fuer sich selbst:,tagesthemen,08.09.23
00:16:27:07,00:16:29:21,Als Sprachrohr der Entwicklungslaender.,tagesthemen,08.09.23
00:16:32:03,00:16:35:19,Indien ist heute die Stimme des globalen Suedens.,tagesthemen,08.09.23
00:16:36:03,00:16:39:21,Unser Wohlstand schafft Moeglichkeiten fuer die ganze Welt.,tagesthemen,08.09.23
00:16:40:16,00:16:43:23,Wir sind wichtiger Bestandteil der Weltwirtschaft.,tagesthemen,08.09.23
00:16:44:00,00:16:45:15,"Ich kann mit Stolz sagen,",tagesthemen,08.09.23
00:16:45:17,00:16:48:22,dass Indien Stabilitaet in die Welt gebracht hat.,tagesthemen,08.09.23
00:16:49:20,00:16:52:23,Indien als neuer weltpolitischer Stabilisator?,tagesthemen,08.09.23
00:16:53:00,00:16:55:15,"Als eine Nation, die im Ukraine-Krieg",tagesthemen,08.09.23
00:16:55:21,00:16:59:08,zwischen Russland und dem Westen vermitteln koennte?,tagesthemen,08.09.23
00:16:59:12,00:17:03:13,"Sagarika Ghose, Journalistin bei der Zeitung Times of India,",tagesthemen,08.09.23
00:17:03:17,00:17:06:04,betrachtet das als unrealistisch.,tagesthemen,08.09.23
00:17:06:12,00:17:10:05,Zumal Indien durch den Kauf von guenstigem russischen Rohoel,tagesthemen,08.09.23
00:17:10:07,00:17:12:07,indirekt vom Krieg profitiere.,tagesthemen,08.09.23
00:17:13:01,00:17:15:20,In der Ukraine handelt es sich um einen Kampf,tagesthemen,08.09.23
00:17:15:22,00:17:18:22,zwischen Demokratie und einem autoritaerem Regime.,tagesthemen,08.09.23
00:17:18:24,00:17:22:22,Da haette sich Indien auf die Seite der Demokratie stellen sollen.,tagesthemen,08.09.23
00:17:22:24,00:17:26:05,Die demokratischen Werte verteidigen muessen.,tagesthemen,08.09.23
00:17:26:07,00:17:29:06,Stattdessen hat Indien auf die alte Beziehung,tagesthemen,08.09.23
00:17:29:08,00:17:31:23,zur ehemaligen Sowjetunion gesetzt.,tagesthemen,08.09.23
00:17:33:02,00:17:36:19,Das Problem: Indien steht in einem Konflikt mit China.,tagesthemen,08.09.23
00:17:36:24,00:17:38:15,Im Nordosten Indiens,tagesthemen,08.09.23
00:17:38:17,00:17:42:11,kam es immer wieder zu bewaffneten Auseinandersetzungen.,tagesthemen,08.09.23
00:17:42:17,00:17:45:12,"Weil sie nicht isoliert dastehen wollen,",tagesthemen,08.09.23
00:17:45:14,00:17:48:20,sind ihnen auch die Beziehungen zum Westen wichtig.,tagesthemen,08.09.23
00:17:48:23,00:17:52:22,Beim G20-Gipfel wird der Krieg in der Ukraine grosses Thema sein.,tagesthemen,08.09.23
00:17:52:24,00:17:55:08,Indien muss nun Stellung beziehen.,tagesthemen,08.09.23
00:17:55:16,00:18:00:02,"Wir sind davon ueberzeugt, dass dies keine ÈAra des Krieges sein sollte.",tagesthemen,08.09.23
00:18:00:04,00:18:03:01,Diese Haltung floss in die Abschlusserklaerung,tagesthemen,08.09.23
00:18:03:03,00:18:04:13,des letzten Gipfels.,tagesthemen,08.09.23
00:18:04:15,00:18:09:05,"Wir wollen, dass sich das nun auch in unserer Erklaerung wiederfindet.",tagesthemen,08.09.23
00:18:10:17,00:18:13:08,Das Ziel: Die G20 in Zeiten der Krise,tagesthemen,08.09.23
00:18:13:10,00:18:16:12,zu einer gemeinsamen Abschlusserklaerung zu fuehren.,tagesthemen,08.09.23
00:18:16:14,00:18:18:12,"Auch daran wird sich zeigen,",tagesthemen,08.09.23
00:18:18:14,00:18:22:11,ob Indien zentraler Akteur der Weltpolitik sein koennte.,tagesthemen,08.09.23
00:18:24:16,00:18:29:02,Unser Korrespondent Oliver Mayer ist in Indiens Hauptstadt Neu-Delhi,tagesthemen,08.09.23
00:18:29:05,00:18:31:03,und ordnet diesen Gipfel ein.,tagesthemen,08.09.23
00:18:31:05,00:18:35:09,"Erstmals hat Chinas Staatschef bei einem G20-Gipfel abgesagt,",tagesthemen,08.09.23
00:18:35:11,00:18:38:18,und auch Russlands Praesident bleibt fern.,tagesthemen,08.09.23
00:18:39:05,00:18:42:08,Sind die G20 dauerhaft geschwaecht?,tagesthemen,08.09.23
00:18:45:18,00:18:49:15,Es ist in jedem Fall eine temporaere Schwaechung von G20.,tagesthemen,08.09.23
00:18:49:17,00:18:54:07,Man haette so noch mit den Staatsoberhaeuptern reden koennen.,tagesthemen,08.09.23
00:18:54:14,00:18:58:21,"Bilaterale Verhandlungen fuehren koennen, in denen man sich",tagesthemen,08.09.23
00:18:59:00,00:19:03:22,auf einen Minimalkompromiss im Ukraine-Krieg geeinigt haette.,tagesthemen,08.09.23
00:19:05:17,00:19:09:19,"Deutschland hat schon gesagt, dass sie es nicht wollen,",tagesthemen,08.09.23
00:19:09:21,00:19:13:00,"dass sie eine Abschlusserklaerung unterschreiben,",tagesthemen,08.09.23
00:19:13:02,00:19:16:06,in der der Ukraine-Krieg nicht zur Sprache kommt.,tagesthemen,08.09.23
00:19:16:08,00:19:19:09,Russland und China wollen genau das verhindern.,tagesthemen,08.09.23
00:19:19:11,00:19:22:17,"Das zeigt, in welche Richtung es gehen koennte.",tagesthemen,08.09.23
00:19:23:03,00:19:26:07,"Und wie schwierig es in Zukunft sein koennte,",tagesthemen,08.09.23
00:19:26:09,00:19:28:21,bei G20 einen Konsens zu finden.,tagesthemen,08.09.23
00:19:31:04,00:19:35:08,"Wir sehen also, wie sich die Maechteverhaeltnisse verschieben.",tagesthemen,08.09.23
00:19:35:12,00:19:37:19,Was folgt geopolitisch daraus?,tagesthemen,08.09.23
00:19:39:20,00:19:43:00,Es ist eine schwierige geopolitische Lage.,tagesthemen,08.09.23
00:19:43:22,00:19:48:03,"Es kann sein, dass gewisse Allianzen an Bedeutung gewinnen.",tagesthemen,08.09.23
00:19:48:05,00:19:52:19,"Und dass es bei anderen Allianzen mit weniger Staaten einfacher ist,",tagesthemen,08.09.23
00:19:52:21,00:19:55:15,"auf Loesungen zu kommen, wie bei BRICS:",tagesthemen,08.09.23
00:19:55:17,00:19:59:19,"Brasilien, Russland, Indien, China und Suedafrika.",tagesthemen,08.09.23
00:20:03:17,00:20:06:22,Das ist ein Gegengewicht zu G7 und G20.,tagesthemen,08.09.23
00:20:08:09,00:20:12:20,Es drohen sich die Fronten weiter zu verhaerten.,tagesthemen,08.09.23
00:20:13:12,00:20:16:20,Die Fronten zwischen Russland und dem Westen.,tagesthemen,08.09.23
00:20:17:17,00:20:21:07,"Es koennte zum Beispiel auf Laender wie Indien ankommen,",tagesthemen,08.09.23
00:20:21:09,00:20:25:04,"die es noch schaffen, sich zwischen dem Konflikt zu bewegen.",tagesthemen,08.09.23
00:20:25:06,00:20:28:17,Die Beziehungen zu Russland und dem Westen pflegen.,tagesthemen,08.09.23
00:20:28:19,00:20:32:11,Diese Laender koennten eine Art Vermittlerrolle einnehmen.,tagesthemen,08.09.23
00:20:32:13,00:20:37:06,"Die Frage ist, ob ein Land wie Indien diese Rolle annehmen kann und will.",tagesthemen,08.09.23
00:20:38:02,00:20:40:11,"Danke, Oliver Mayer.Gerne.",tagesthemen,08.09.23
00:20:44:07,00:20:46:00,"Gehen wir in ein Gebiet,",tagesthemen,08.09.23
00:20:46:02,00:20:50:00,wo der Konflikt seit Jahrzehnten immer wieder aufflammt:,tagesthemen,08.09.23
00:20:50:04,00:20:53:05,In die Region Berg-Karabach in Vorderasien.,tagesthemen,08.09.23
00:20:54:23,00:20:57:24,Die Kaukasusstaaten Armenien und Aserbaidschan,tagesthemen,08.09.23
00:20:58:01,00:20:59:19,kaempfen um Berg-Karabach.,tagesthemen,08.09.23
00:20:59:21,00:21:02:09,"Es liegt auf aserbaidschanischem Gebiet,",tagesthemen,08.09.23
00:21:02:11,00:21:05:07,wird aber mehrheitlich von Armeniern bewohnt.,tagesthemen,08.09.23
00:21:05:09,00:21:08:11,Nach einem blutigen Krieg Anfang der 90er-Jahre,tagesthemen,08.09.23
00:21:08:13,00:21:11:22,loeste sich die Region von Aserbaidschan.,tagesthemen,08.09.23
00:21:12:21,00:21:17:03,2020 eroberte Aserbaidschan Teile von Berg-Karabach zurueck.,tagesthemen,08.09.23
00:21:17:16,00:21:23:01,"Es gibt einen Zugang ins Mutterland Armenien, den ""Latschin-Korridor.""",tagesthemen,08.09.23
00:21:25:17,00:21:28:06,Jetzt droht erneut eine Zuspitzung.,tagesthemen,08.09.23
00:21:28:08,00:21:32:00,Es geht um die Versorgung von bis zu 100.000 Menschen.,tagesthemen,08.09.23
00:21:32:02,00:21:34:16,"Aserbaidschan blockiert diesen Zugang,",tagesthemen,08.09.23
00:21:34:18,00:21:38:05,die Lebensader der Karabach-Armenier - Ina Ruck.,tagesthemen,08.09.23
00:21:40:11,00:21:44:15,"Leere Strassen in Stepanakert, kaum jemand faehrt hier mit dem Auto.",tagesthemen,08.09.23
00:21:44:17,00:21:46:20,Benzin gibt es fast nicht mehr.,tagesthemen,08.09.23
00:21:46:22,00:21:49:15,"Stepanakert ist Zentrum von Berg-Karabach,",tagesthemen,08.09.23
00:21:49:18,00:21:51:16,abgeschnitten von der Welt.,tagesthemen,08.09.23
00:21:51:21,00:21:55:06,"Nichts kommt hier mehr an, kaum jemand kommt rein.",tagesthemen,08.09.23
00:21:55:11,00:21:59:10,Diese Aufnahmen haben oertliche Journalisten fuer uns gedreht.,tagesthemen,08.09.23
00:21:59:14,00:22:02:11,Auch das Interview mit Narine Karapetian.,tagesthemen,08.09.23
00:22:02:13,00:22:05:23,"Sie hat zwei Kinder, ist in Berg-Karabach geboren.",tagesthemen,08.09.23
00:22:06:15,00:22:09:04,"Dass es keine Lebensmittel mehr gibt,",tagesthemen,08.09.23
00:22:09:06,00:22:11:07,darueber reden wir gar nicht mehr.,tagesthemen,08.09.23
00:22:11:09,00:22:13:18,"Wer etwas hat, tauscht es mit anderen.",tagesthemen,08.09.23
00:22:13:20,00:22:16:02,"Man hat immer eine Stofftasche dabei,",tagesthemen,08.09.23
00:22:16:04,00:22:19:04,falls jemand selbst gezogenes Gemuese verkauft.,tagesthemen,08.09.23
00:22:19:09,00:22:24:00,"Schlangestehen, wenn es etwas gibt, Kaufen, was man kriegen kann.",tagesthemen,08.09.23
00:22:24:12,00:22:27:20,Besonders schlimm ist die Lage in den Apotheken.,tagesthemen,08.09.23
00:22:28:05,00:22:31:16,Seit Juli kommen fast keine Medikamente mehr an.,tagesthemen,08.09.23
00:22:33:11,00:22:36:23,Voelkerrechtlich gehoert Berg-Karabach zu Aserbaidschan.,tagesthemen,08.09.23
00:22:37:00,00:22:39:09,Doch hier leben vor allem Armenier.,tagesthemen,08.09.23
00:22:39:11,00:22:41:06,Zwei Kriege gab es bereits.,tagesthemen,08.09.23
00:22:41:08,00:22:43:19,Vor drei Jahren eroberte Aserbaidschan,tagesthemen,08.09.23
00:22:43:21,00:22:45:23,den Grossteil des Gebiets zurueck.,tagesthemen,08.09.23
00:22:46:00,00:22:47:24,"Russland vermittelte damals,",tagesthemen,08.09.23
00:22:48:01,00:22:52:03,Aserbaidschan versprach freien Zugang ins restliche Berg-Karabach.,tagesthemen,08.09.23
00:22:52:05,00:22:53:18,Der Latschin-Korridor,tagesthemen,08.09.23
00:22:53:20,00:22:57:07,ist die einzige Strasse von Armenien nach Berg-Karabach.,tagesthemen,08.09.23
00:22:57:09,00:23:01:09,Dort stauen sich Hilfstransporte aus Armenien und Frankreich.,tagesthemen,08.09.23
00:23:01:11,00:23:05:12,Aserbaidschan blockiert seit Monaten den Zugang.,tagesthemen,08.09.23
00:23:06:00,00:23:08:17,Es bietet im Gegenzug eigene Hilfe an.,tagesthemen,08.09.23
00:23:08:22,00:23:11:09,"Zwei Lkw mit Mehl stuenden bereit,",tagesthemen,08.09.23
00:23:11:11,00:23:14:21,gemeinsam mit dem aserbaidschanischen Roten Halbmond.,tagesthemen,08.09.23
00:23:14:23,00:23:17:19,"Hilfe, die man in Berg-Karabach nicht will.",tagesthemen,08.09.23
00:23:18:01,00:23:21:05,"Aserbaidschan habe angegriffen, sagt Narine.",tagesthemen,08.09.23
00:23:21:17,00:23:23:22,Viele Menschen seien gestorben.,tagesthemen,08.09.23
00:23:24:01,00:23:26:13,Jetzt hungere es Berg-Karabach aus.,tagesthemen,08.09.23
00:23:27:18,00:23:30:15,Kann man von so jemandem Hilfe annehmen?,tagesthemen,08.09.23
00:23:30:20,00:23:34:23,"Wenn er sich nicht mal entschuldigt dafuer, was er uns antat?",tagesthemen,08.09.23
00:23:35:06,00:23:38:14,"Man muss erst um Verzeihung bitten und Reue zeigen,",tagesthemen,08.09.23
00:23:38:16,00:23:41:01,bevor man Menschlichkeit zeigen kann.,tagesthemen,08.09.23
00:23:43:13,00:23:47:02,ÈUberwachen sollte Russland die Einhaltung des Abkommens,tagesthemen,08.09.23
00:23:47:04,00:23:48:14,ueber freien Zugang.,tagesthemen,08.09.23
00:23:48:18,00:23:51:07,Es gilt als Schutzmacht Armeniens.,tagesthemen,08.09.23
00:23:51:09,00:23:54:16,Doch Moskau haelt sich zum ÈArger Eriwans zurueck.,tagesthemen,08.09.23
00:23:55:00,00:23:59:18,Ab Montag will Armenien kleinere Militaeruebungen mit den USA abhalten.,tagesthemen,08.09.23
00:24:00:06,00:24:03:13,Russlands Aussenministerium hat das scharf geruegt.,tagesthemen,08.09.23
00:24:06:11,00:24:10:19,"Schauen wir uns jetzt an, zu was KI bald schon faehig sein wird.",tagesthemen,08.09.23
00:24:10:24,00:24:13:15,"Nicht um uns das Leben schwer zu machen,",tagesthemen,08.09.23
00:24:13:17,00:24:17:19,"sondern um uns zu helfen, soll sie nun auch sehen koennen.",tagesthemen,08.09.23
00:24:18:12,00:24:22:01,"Cordelia Schmid, eine Pionierin der KI-Forschung,",tagesthemen,08.09.23
00:24:22:11,00:24:27:01,"arbeitet daran, dass Computer auf ihre Umgebung reagieren koennen.",tagesthemen,08.09.23
00:24:27:11,00:24:30:22,"Ihr Ziel: die Entwicklung von intelligenten Robotern,",tagesthemen,08.09.23
00:24:30:24,00:24:34:15,zum Einsatz in Krankenhaeusern oder bei der Altenpflege.,tagesthemen,08.09.23
00:24:34:19,00:24:37:23,Heute bekam die Informatikerin fuer ihre Forschung,tagesthemen,08.09.23
00:24:38:00,00:24:40:09,den Preis der Koerber-Stiftung.,tagesthemen,08.09.23
00:24:41:24,00:24:43:07,Sophia Stritzel.,tagesthemen,08.09.23
00:24:46:14,00:24:48:09,Dienstbeginn fuer Charly.,tagesthemen,08.09.23
00:24:49:18,00:24:50:24,Guten Morgen.,tagesthemen,08.09.23
00:24:51:01,00:24:54:17,Ich begruesse heute besonders unsere Gaeste vom Fernsehen.,tagesthemen,08.09.23
00:24:55:08,00:24:57:11,Wir wollen gemeinsam singen.,tagesthemen,08.09.23
00:24:58:03,00:25:01:22,Einmal in der Woche unterhaelt der Roboter in Luebeck,tagesthemen,08.09.23
00:25:01:24,00:25:03:24,Seniorinnen und Senioren.,tagesthemen,08.09.23
00:25:06:08,00:25:09:16,Õ An der Nordseekueste Õ,tagesthemen,08.09.23
00:25:11:04,00:25:14:22,"Er kann Gesichter erkennen, auf Beruehrungen reagieren.",tagesthemen,08.09.23
00:25:15:20,00:25:19:13,In der Gruppe an sich ist es fuer mich eine Entlastung.,tagesthemen,08.09.23
00:25:19:15,00:25:22:11,Der Roboter uebernimmt die Bewegungsuebungen,tagesthemen,08.09.23
00:25:22:13,00:25:27:03,und ich kann mich gut auf die einzelnen Bewohner konzentrieren.,tagesthemen,08.09.23
00:25:27:23,00:25:31:06,Die sehen der Roboter-Zukunft gelassen entgegen.,tagesthemen,08.09.23
00:25:31:23,00:25:33:15,Es stoert mich nicht.,tagesthemen,08.09.23
00:25:33:20,00:25:36:19,Warum sollte das nicht 'n Roboter machen?,tagesthemen,08.09.23
00:25:37:21,00:25:40:06,Der Mensch kann auch nur sprechen.,tagesthemen,08.09.23
00:25:40:13,00:25:42:06,Ob Singen oder Turnen:,tagesthemen,08.09.23
00:25:42:17,00:25:45:21,Charly steckt noch in den Roboter-Kinderschuhen.,tagesthemen,08.09.23
