,Content Type,Date,Program,Speaker Description,Speaker Name,Subtitle,affiliation,Processed
1475,O-Ton,2023-05-24,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,"Staatssekretaer Philipp antwortet, Minister Habeck fasst zusammen.",CDU/CSU,staatssekretaer Philipp antworten Minister Habeck fassen zusammen
1476,O-Ton,2023-05-24,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,Wann und in welcher Form?,CDU/CSU,wann Form
1477,O-Ton,2023-05-24,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,Wusste der Minister davon und wenn ja:,CDU/CSU,wus Minister davon ja
1478,O-Ton,2023-05-24,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,genau informiert?,CDU/CSU,genau informieren
1479,O-Ton,2023-05-24,tagesthemen,Bundesminister der Finanzen/Vorsitzender FDP,Christian Lindner,und des wirtschaftlichen Mittelstands waere nicht gestaltend.,FDP,wirtschaftlich Mittelstand waerer gestaltend
1486,O-Ton,2023-05-24,tagesthemen,Fraktion CDU/CSU,Julia Klöckner,Wen haben Sie ueber ihre privaten Beteiligungen und Investitionen,CDU/CSU,wen ueber privat Beteiligung Investition
1489,O-Ton,2023-05-24,tagesthemen,Bundesminister der Finanzen/Vorsitzender FDP,Christian Lindner,Er hat ihn noch nicht vorgelegt.,FDP,vorlegen
1493,O-Ton,2023-05-24,tagesthemen,Bundesminister der Finanzen/Vorsitzender FDP,Christian Lindner,ÈUber seinen Haushalt kann die Ampel nicht streiten:,FDP,èuber Haushalt Ampel streiten
1494,O-Ton,2023-05-24,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Und Einigkeit versuchen sie, auch im Plenum zu demonstrieren.",Die Grünen,Einigkeit versuchen Plenum demonstrieren
1500,O-Ton,2023-05-30,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Die Gruenen draengen darauf, das Gesetz vor der Sommerpause",Die Grünen,gruen draengen darauf Gesetz Sommerpause
1501,O-Ton,2023-05-30,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"dass die Menschen entscheiden, welche Heizung sie einbauen.",Die Grünen,Dass Mensch entscheiden Heizung einbauen
1502,O-Ton,2023-05-30,tagesthemen,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,Robert Habeck,"Wir muessen auf Anreize setzen und dafuer sorgen,",Die Grünen,muessen Anreiz setzen Dafuer sorgen
1510,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Drittens:,Expert,drittens
1511,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,"Die Schluesselfigur im Cum-Ex-Skandal, Berger, ist in einem zweiten Prozess",ARD,Schluesselfigur Cumexskandal berge zweiter Prozess
1514,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,ist eine zeitnahe Einigung zwingend.,ARD,zeitnah Einigung zwingend
1519,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Etwa die Nutzung von Holz- oder Holzpellets.,Expert,etwa Nutzung Holz holzpellets
1520,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Es koennte weitere Wahlmoeglichkeiten geben.,Expert,koennen weit Wahlmoeglichkeit geben
1521,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Zweitens:,Expert,zweitens
1522,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,und zunaechst nur fuer Neubauten gelten.,Expert,zunaechst Fuer neubauten gelten
1523,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Der Start des Heizungsgesetzes koennte gestaffelt werden,Expert,Start Heizungsgesetz Koennte staffeln
1533,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,"und wo Verbesserungs-, Nachbesserungsbedarf besteht.",Expert,verbesserungs nachbesserungsbedarf bestehen
1536,O-Ton,2023-05-30,tagesthemen,,Stefan Bolln,kann noch niemand beantworten.,Expert,niemand beantworten
1537,O-Ton,2023-05-30,tagesthemen,,Stefan Bolln,v.a. aber neue Arbeitsplaetze.,Expert,va neu arbeitsplaetze
1541,O-Ton,2023-05-30,tagesthemen,Fraktion FDP,Frank Schäffler,"Bald mehr Klarheit waere aber schoen, sagt der Energieberater",FDP,bald mehr Klarheit wa Schoen sagen energieberater
1542,O-Ton,2023-05-30,tagesthemen,Fraktion FDP,Frank Schäffler,und Ex-SPD-Landtagsabgeordnete Bolln.,FDP,exspdlandtagsabgeordnen Bolln
1543,O-Ton,2023-05-30,tagesthemen,Fraktion FDP,Frank Schäffler,Staendig bekommt er die Verunsicherung der Buerger zu spueren.,FDP,staendig bekommen Verunsicherung Buerger spueren
1544,O-Ton,2023-05-30,tagesthemen,Fraktion FDP,Frank Schäffler,Jeden Tag muessen wir den Leuten sagen:,FDP,Tag muessen Leute sagen
1546,O-Ton,2023-05-30,tagesthemen,,Stefan Bolln,"Wo und wie die ausgegraben werden sollen,",Expert,ausgegraben sollen
1548,O-Ton,2023-05-30,tagesthemen,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,Zumal auch der Anschluss an Fernwaerme eine Option sein koennte.,Die Grünen,zumal Anschluss Fernwaerm Option Koennte
1549,O-Ton,2023-05-30,tagesthemen,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,"Fuer Donnerstag hat man ihn ins Wirtschaftsministerium geladen,",Die Grünen,Fuer Donnerstag Wirtschaftsministerium laden
1550,O-Ton,2023-05-30,tagesthemen,Generalsekretär SPD,Kevin Kühnert,Bei allem Streit ueber das Heizungsgesetz,SPD,Streit ueber Heizungsgesetz
1551,O-Ton,2023-05-30,tagesthemen,Generalsekretär SPD,Kevin Kühnert,"sind sich alle einig, dass dieser Energietraeger ausgedient hat.",SPD,energietraeg Ausgedient
1552,O-Ton,2023-05-30,tagesthemen,Generalsekretär SPD,Kevin Kühnert,Im Westen soll Schluss sein mit dem Braunkohle-Abbau -,SPD,Westen sollen schluss Braunkohleabbau
1553,O-Ton,2023-05-30,tagesthemen,Generalsekretär SPD,Kevin Kühnert,"schon 2030 und nicht acht Jahre spaeter, wie urspruenglich geplant.",SPD,schon 2030 acht Jahr spaet urspruenglich planen
1555,O-Ton,2023-05-30,tagesthemen,,Stefan Bolln,"Ideen muessen her, wie sich die Region veraendern kann,",Expert,Idee muessen her Region veraendern
1556,O-Ton,2023-05-30,tagesthemen,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,Die muss ja nicht sofort kaputt gehen.,Die Grünen,Muss ja sofort kaputt gehen
1557,O-Ton,2023-05-30,tagesthemen,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,um seine Erfahrungen in das Gesetz einzubringen.,Die Grünen,Erfahrung Gesetz einbringen
1558,O-Ton,2023-05-30,tagesthemen,Vorsitzender Energieberaterverband GIH,Stefan Bolln,Erstens:,Expert,erstens
1564,O-Ton,2023-05-30,tagesschau,Monteur,Jens Bernatschke,Wie schnell klappt der Abschied von ÈOl- und Gasheizungen?,Expert,schnell klappen Abschied èol Gasheizung
1565,O-Ton,2023-05-30,tagesschau,Monteur,Jens Bernatschke,um so ein Teil zu bekommen.,Expert,Teil bekommen
1566,O-Ton,2023-05-30,tagesschau,Monteur,Jens Bernatschke,"Man braucht ein Dreiviertel bis ein Jahr,",Expert,brauchen Dreiviertel Jahr
1567,O-Ton,2023-05-30,tagesschau,Monteur,Jens Bernatschke,Es klemmt an den Lieferzeiten.,Expert,klemmen lieferzeit
1584,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,Wir muessen auf Anreize setzen.,FDP,muessen Anreiz setzen
1588,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,"Soll das Gesetz ab 2024 in Kraft treten,",ARD,sollen Gesetz ab 2024 Kraft treten
1589,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,Im Laufe der Woche soll es weitere Gespraeche geben.,ARD,Lauf Woche sollen weit gespraech geben
1590,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,Beim Treffen am Abend wird der Knoten nicht zerschlagen werden.,ARD,Treffen Abend knoten zerschlagen
1591,O-Ton,2023-05-30,tagesschau,Korrespondent,Sarah Frühauf,ringen um einen gesichtswahrenden Weg aus dem Heizungsstreit.,ARD,ringen gesichtswahrend Weg Heizungsstreit
1592,O-Ton,2023-05-30,tagesschau,Generalsekretär SPD,Kevin Kühnert,"Moderne Fuehrung besteht nicht darin, der Lauteste zu sein.",SPD,modern Fuehrung bestehen darin Lauteste
1593,O-Ton,2023-05-30,tagesschau,Generalsekretär SPD,Kevin Kühnert,"um zu zeigen, was er fuer ein toller Hengst ist, auf den Tisch haut.",SPD,zeigen Fuer Toller Hengst Tisch haut
1594,O-Ton,2023-05-30,tagesschau,Generalsekretär SPD,Kevin Kühnert,"Das ist Pseudostaerke, wenn ein Regierungschef,",SPD,Pseudostaerk Regierungschef
1596,O-Ton,2023-05-30,tagesschau,Generalsekretär SPD,Kevin Kühnert,Die Ampel-Parteien,SPD,Ampelparteien
1598,O-Ton,2023-05-30,tagesschau,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,"Die FDP muss den Schritt machen, dass wir wieder handlungsfaehig sind.",Die Grünen,FDP Schritt handlungsfaehig
1599,O-Ton,2023-05-30,tagesschau,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,"Es ist aergerlich, dass wir in einer blockierten Situation sind.",Die Grünen,aergerlich blockiert Situation
1602,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,Die Gruenen werfen der FDP Wortbruch vor.,FDP,gruen werfen FDP Wortbruch
1603,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,und nicht ueber Verbote.,FDP,ueber verbot
1604,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,Das muss man ueber den Preis gestalten,FDP,Muss ueber Preis gestalten
1605,O-Ton,2023-05-30,tagesschau,Fraktionsvorsitzende Bündnis 90/Die Grünen,Katharina Dröge,Trotz einer verfahrenden Situation:,Die Grünen,trotz verfahrend Situation
1606,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,welche Heizung sie einbauen und welche nicht.,FDP,Heizung einbauen
1607,O-Ton,2023-05-30,tagesschau,Fraktion FDP,Frank Schäffler,"Wir muessen dafuer sorgen, dass die Menschen entscheiden,",FDP,muessen Dafuer sorgen Mensch entscheiden
1608,O-Ton,2023-06-02,tagesthemen,Politikwissenschaftler Leuphana Universität Lüneburg,Michael Koß,Von dieser Misere profitiert nur die AfD.,Expert,Misere profitieren afd
1609,O-Ton,2023-06-02,tagesthemen,Politikwissenschaftler Leuphana Universität Lüneburg,Michael Koß,Sie ist als einzige inhaltlich unbeteiligt.,Expert,einzig inhaltlich unbeteiligen
1610,O-Ton,2023-06-02,tagesthemen,Politikwissenschaftler Leuphana Universität Lüneburg,Michael Koß,"Die Ampel-Parteien sagen,",Expert,ampelparteien sagen
1611,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,wo sie Chancen ausgelassen haben.,Expert,Chance auslassen
1614,O-Ton,2023-06-02,tagesthemen,Politikwissenschaftler Leuphana Universität Lüneburg,Michael Koß,Es gibt tiefgreifende Gruende.,Expert,geben tiefgreifend gruende
1615,O-Ton,2023-06-02,tagesthemen,Politikwissenschaftler Leuphana Universität Lüneburg,Michael Koß,ihre kontroversen Debatten seien demokratischer Umgang.,Expert,Kontroverse debatten demokratisch Umgang
1628,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,"Die Gruenen, als sie im Atom-Ausstiegsstreit",Expert,gruen Atomausstiegsstreit
1630,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,auf ihrer Grenze beharrt haben.,Expert,Grenze beharren
1631,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,Die SPD hat mit Olaf Scholz' Brief ueber seine Richtlinienkompetenz,Expert,SPD Olaf Scholz Brief ueber Richtlinienkompetenz
1632,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,Die FDP bringt kein eigenes Programm auf die Strasse.,Expert,FDP bringen eigen Programm strasse
1633,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,Am Ende wird man im Bundesrat dem zustimmen muessen.,Expert,Ende Bundesrat zustimm Muessen
1634,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,"Weniger von denen, die in Regierungsverantwortung sind.",Expert,weniger Regierungsverantwortung
1635,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,viel Kritik.,Expert,Kritik
1636,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,Ich hoere nur von den Unions- Politikern auf Oppositionsbaenken,Expert,hoern unions Politiker Oppositionsbaenken
1637,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,"Wie kann die Ampel weitermachen,",Expert,Ampel weitermachen
1638,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,wenn nur jeder Fuenfte mit ihr zufrieden ist?,Expert,fuenfter zufrieden
1639,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,"Manchmal ist die Krise der Moment, wo man sich besinnt.",,manchmal Krise Moment besinnen
1640,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,"Die Mitte einer Legislaturperiode ist die Zeit,",,Mitte Legislaturperiode Zeit
1641,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,"So kommt das marode daher, was sich in den Umfragen niederschlaegt.",Expert,kommen Marode daher wer Umfrage niederschlaegt
1642,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,Was sagen Sie zum Streit um das Heizungsgesetz?,Expert,sagen Streit Heizungsgesetz
1643,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,Wir reden ja nicht nur von der Ampel.,Expert,reden ja Ampel
1644,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Deshalb kommt so wenig bei der Union an.,Expert,deshalb kommen wenig Union
1645,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Die muss dem Gesetz auch zustimmen.,Expert,Gesetz zustimmen
1646,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Das Gesetz muss auch durch den Bundesrat.,Expert,Gesetz Bundesrat
1647,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,Die Union ist damit de facto in dieser Frage,Expert,Union -- -- Frage
1648,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Da braucht man 35 Stimmen.,Expert,brauchen 35 Stimme
1649,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Sie kann das also nur mit der Union schaffen.,Expert,Union schaffen
1650,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,"Die ist drin, fuehlt sich aber gleichzeitig wie die Opposition.",Expert,drin fuehlen gleichzeitig Opposition
1651,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Wir haben es im Kern,Expert,Kern
1652,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,mit einer Politik der kollektiven Verantwortungslosigkeit zu tun.,Expert,Politik kollektiv Verantwortungslosigkeit tun
1653,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Wieso profitiert die Opposition eigentlich nicht,Expert,wieso profitieren Opposition eigentlich
1654,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,wo selten eine Regierung glaenzt.,,selten Regierung glaenzt
1656,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,dass sie das Gesetz nicht will.,Expert,Gesetz
1657,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,Man sollte aus Fehlern lernen.,,sollen fehlern lernen
1658,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,Vielen Dank.,,viele dank
1659,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,Bombastische Buehnen-Shows.,,bombastisch Buehnenshows
1660,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,Brachialer Sound.,,Brachialer Sound
1661,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,Provozierende Texte -,,provozierend Text
1662,O-Ton,2023-06-02,tagesthemen,,15.11.2023 09:50 Seite 27 von 57 NDR Copyright,vorgetragen mit unverwechselbarer Stimme.,,vortragen unverwechselbar Stimme
1663,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,Die Ampel hat aber nur 16 Stimmen.,Expert,Ampel 16 Stimme
1664,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,Da haben sie sich ihres Spielraums beraubt.,Expert,Spielraum berauben
1665,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,- und allen Finanzgesetzen muss der Bundesrat zustimmen -,Expert,  Finanzgesetz Muss Bundesrat zustimmen
1666,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,Regierungsverantwortung sieht anders aus.,Expert,Regierungsverantwortung sehen
1667,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,"Es ist nur klar, was sie nicht will.",Expert,klar wer
1668,O-Ton,2023-06-02,tagesthemen,"warum die Debatten der Regierungsparteien die Wähler verschrecken: Ja, ich",Michael Koß (zur Frage,ihr Pulver verschossen.,Expert,pulv verschießen
1669,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Deshalb piesackt sie ihre Koalitionspartner.,Expert,deshalb piesacken Koalitionspartner
1670,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,"Da kommen wir zurueck zur Frage, wo das Projekt der FDP ist.",Expert,kommen Zurueck Frage Projekt FDP
1671,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Da laesst man sich wechselseitig den Vortritt.,Expert,laessen wechselseitig Vortritt
1672,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,"Er muesste sicherstellen, dass jede Partei ihr Projekt hat.",Expert,muesst sicherstellen Partei Projekt
1673,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Dieses Pulver hat er verschossen.,Expert,Pulver verschießen
1674,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Das muss im Zweifelsfall der Kanzler durch seine Richtlinienkompetenz.,Expert,Muss Zweifelsfall Kanzler Richtlinienkompetenz
1675,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Da ist viel Luft nach oben.,Expert,Luft oben
1676,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Wechselseitige Erfolge naemlich.,Expert,wechselseitig Erfolg naemlich
1677,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,"Es war die Rede davon, man muesse goennen koennen.",Expert,Rede davon muesse goennen Koenn
1678,O-Ton,2023-06-02,tagesthemen,"ob nicht der Bundeskanzler mehr die Richtung vorgeben müsse: Ja, also diese",Michael Koß (zur Frage,Die Koalition soll eine Fortschrittskoalition sein.,Expert,Koalition sollen Fortschrittskoalition
1679,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,der Kanzler muesste die Richtung klarer vorgeben.,Expert,Kanzler muesste Richtung klar vorgeben
1680,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,"84 %der Deutschen sagen,",Expert,84 deutsch sagen
1681,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,eine mitregierende Partei.,Expert,mitregierend Partei
1682,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Ein anderer interessanter Wert:,Expert,interessant Wert
1683,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Sie ist eben nicht verantwortlich.,Expert,eben verantwortlich
1684,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Da holt die AfD die Menschen ab.,Expert,holen afd Mensch ab
1685,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,In der Rueckschau denkt man das aber.,Expert,Rueckschau denken
1686,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Da lebt man froehlich - auch wenn das nie so war.,Expert,leben froehlich   nie
1687,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,"Zuwanderung, Klimakrise, all das gibt es da nicht.",Expert,Zuwanderung Klimakrise all geben
1688,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Die koennte man sich vielleicht als Ideal schoendenken.,Expert,koennen vielleicht Ideal schoendenken
1689,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,"Sie wollen eine alte Republik, die es vielleicht nie gab.",Expert,alt Republik vielleicht nie geben
1690,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Man koennte es auf Veraenderung runterkochen.,Expert,koennen Veraenderung runterkochen
1691,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,Im Kern reicht die Zeit fuer diese Antwort nicht aus.,Expert,Kern reichen Zeit Fuer Antwort
1695,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,warum so viele Leute zur AfD wechseln.,Expert,warum vieler Leute afd wechseln
1696,O-Ton,2023-06-02,tagesthemen,warum die Union nicht vom Streit in der Ampel-Koalition profitiert: Weil sie am Ende,Michael Koß (zur Frage,"Wir wollen das besser verstehen,",Expert,gut verstehen
1697,O-Ton,2023-06-02,tagesthemen,"wogegen die Wähler genau protestieren, die jetzt zur AfD schwenken: Ja, also im",Michael Koß (zur Frage,"Sie tut auch nicht so, als waere sie verantwortlich.",Expert,tun waerer verantwortlich
1698,O-Ton,2023-06-02,tagesthemen,"wie er den Streit um das Heizungsgesetz bewertet: Ja, da ist er eigentlich noch ein",Michael Koß (zur Frage,vom Zank in der Ampel?,Expert,Zank Ampel
1701,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,Die Fluechtlingskrise beschaeftigt viele Menschen.,CDU/CSU,Fluechtlingskrise beschaeftigen vieler Mensch
1702,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,Das Heizungsgesetz fuehrt Verunsicherung herbei.,CDU/CSU,Heizungsgesetz fuehren Verunsicherung herbei
1703,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,"Das fuehrt dazu, dass die Menschen zu den politischen Raendern gehen.",CDU/CSU,fuehren Mensch politisch Raender gehen
1704,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,Die Union profitiert nicht von der Schwaeche der Regierung.,CDU/CSU,Union profitieren Schwaeche Regierung
1706,O-Ton,2023-06-04,tagesthemen,Generalsekretär CDU,Mario Czaja,Sie verharrt in den Umfragen auf gleichbleibendem Niveau.,CDU/CSU,verharren Umfrage gleichbleibend Niveau
1711,O-Ton,2023-06-04,tagesthemen,stellvertretender Fraktionsvorsitzender SPD,Dirk Wiese,Fuer die Opposition ist der Streit ein drastisches Beispiel,SPD,Fuer Opposition Streit drastisch Beispiel
