Programme,Section Title,Content Type,Speaker Name,Speaker Description,Segment Description,Date,Start Time,Duration,Subtitles
Tagesthemen,01 D-day Gebäudeenergiegesetz,Bildinhalt,Caren Miosga,Moderation,Robert Habeck bei öffentlicher Veranstaltung O-Ton,2023-06-13,22:21:34.00,"0'10""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Wenn man will, kannman zueinander kommen, aber man muss es auch wollen; und wenn man nicht will, dann liegt's nicht daran,15.11.2023 09:50 Seite 34 von 57 NDR Copyright (c) 2004",2023-06-13,22:18:49.17,"0'11""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Um Heizungsgesetz auf die Tagesordnung des Bundestags zubringen, muss sich ""Gesetz fundamental ändern""; das wichtigste ist, dass es ein gutesGebäudeenergiegesetz gibt, der Zeitpunkt ist zweitrangig)",2023-06-13,22:19:44.03,"0'11""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,"(Das Gesetz wird zum 01.01.2024 in krafttreten, und es wird für die Menschen nicht besser, wenn wir die Entscheidung in den Herbst vertagen)",2023-06-13,22:19:55.20,"0'08""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Friedrich Merz,Fraktionsvorsitzender CDU/CSU,"(Diese Koalition darf sich nicht darüber wundern, wenn inder deutschen Öffentlichkeit zunehmend Proteste aus der Mitte der Gesellschaft heraus artikuliert werdengegen die Art und gegen den Inhalt der Gesetze, die in Berlin zurzeit verabschiedet werden)",2023-06-13,22:20:11.17,"0'16""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Es bestand ja die Sorge, dass ab dem 1. Januar beispielsweiseGasheizung nicht mehr eingebaut werden können, wenn die eigene Heizung kaputt geht. Diese Sorge kannman die Menschen jetzt nehmen, denn alle Technologien sind möglich)",2023-06-13,22:21:00.11,"0'11""",
Tagesthemen,01 D-day Gebäudeenergiegesetz,O-Ton,Olaf Scholz,Bundeskanzler/SPD,"(Heute hat es sich, glaube ich, zu Ende geruckelt, und wir haben eineVerständigung erzielt. Über die Frage, wie jetzt die Gebäudeenergie sich in Zukunft entwickeln soll - ausmeiner Sicht ein wirklich wichtiger Schritt)",2023-06-13,22:21:21.24,"0'12""",
Tagesthemen,Heizungsgesetz: Was ist kommunale Mi 22:15 04,Einspieler,,,,2023-06-13,,"2'39""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (13.06.2023) Heute im Studio: Caren Miosga und Julia-Niharika Sen. Und die sagen beide: willkommen. Guten Abend. Endlich kann es losgehen. Der Abschied von ÈOl- und Gasheizungen wird kommen, aber es ist ein Abschied auf Raten. Am fruehen Abend brachte das Ampelbuendnis ihn quasi im letzten Moment auf den Weg. Damit sich der Streit um das Gebaeudeenergiegesetz nicht ueber den Sommer zieht, musste sich die Koalition heute einigen. Unter groessten Muehen und nach einem quaelend langen Streit. Die Gruenen wollten Vollgas geben, die Gelben und Roten bremsten aber. Nun kam heraus: Die Deutschen bekommen mehr Zeit, die alte Heizung auszutauschen. Fuer viele gilt das Gesetz erst ab 2028. Neben der Waermepumpe sind mehr Technologien moeglich. Hausbesitzer und Mieter werden vor zu grossen finanziellen Belastungen geschuetzt. Daniel Pokraka. Es ist ein Tag der Wahrheit fuer Robert Habeck. Am fruehen Morgen Habeck auf dem Weg zu einer Konferenz. Wenn man will, kann man zueinander kommen. Aber man muss es wollen. Er geht dann rein. Bald gehoert seine Aufmerksamkeit dem Smartphone. Vielleicht eine Standleitung zur Gruenen-Fraktion. Dann ab zum naechsten Termin. Vielleicht weiss habe, dass er von hier aus nicht viel ausrichten kann. Dritter Termin: Neue Gastgeber und das Heizungsgesetz im Hinterkopf. Zur gleichen Zeit im Bundestag ein Daempfer fuer Habeck und seine Arbeit. Noch steht das Heizungsgesetz nicht auf der Tagesordnung. Dafuer muss sich dieses Gesetz fundamental aendern, es muss gut werden."
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,Sachinhalt,Helge Fuhst,Moderation,Die Bundesregierung will Vorgaben für Heizungen an die kommunale Wärmeplanung knüpfen. Damit kommt Kommunen und Stadtwerken eine Schlüsselrolle zu. Heidelberg und Mannheim sind Vorreiter beim Ausbau eines gemeinsamen Fernwärmenetzes. Bildinhalt,2023-06-14,22:28:39.01,"2'39""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,Bildinhalt,Helge Fuhst,Moderation,"Heidelberg: Michael Teigeler geht durch eine Halle, in der eine sehr große Luft-Wärmepumpe steht; Greifarm greift in einen Behälter mit Biomasse",2023-06-14,22:28:39.01,"0'46""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,Bildinhalt,Helge Fuhst,Moderation,Heidelberg: Michael Teigeler besteigt den Energie- und Zukunftsspeicher; Energie- und Zukunftsspeicher (Gebäude außen/Luftaufnahme),2023-06-14,22:29:38.02,"0'27""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,Bildinhalt,Helge Fuhst,Moderation,Baustelle (Wärmenetz) auf einer Straße; Bauarbeiter bei Arbeiten auf der Baustelle,2023-06-14,22:30:17.14,"0'26""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,Bildinhalt,Helge Fuhst,Moderation,Heidelberg: Energie- und Zukunftsspeicher (Gebäude außen/Luftaufnahme) O-Ton,2023-06-14,22:31:00.11,"0'18""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,O-Ton,Michael Teigeler,Geschäftsführer Stadtwerke Heidelberg Energie,"(Das ist richtig so, dass das Kabinett dieseReihenfolge vorgesehen hat, erst die kommunale Wärmeplanung schaffen und dann die Verpflichtungen fürdie Bürger zu geben)",2023-06-14,22:29:25.13,"0'12""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,O-Ton,Michael Teigeler,,(hält die bisher veranschlagten staatlichen Fördermittel für zu gering),2023-06-14,22:30:03.20,"0'13""",
Tagesthemen,04 Heizungsgesetz: Was ist kommunale Wärmeplanung?,O-Ton,Martin Pehnt,Vorstand Institut für Energie- und Umweltforschung Heidelberg,"(Es darf nicht passieren, dassdie Vorreiter-Kommunen bestraft werden, die jetzt schon Rahmenplanung haben. Da muss das Parlamenteine gute Lösung finden)",2023-06-14,22:30:44.12,"0'15""",
Tagesthemen,Heizungsgesetz im Bundestag Do 22:15 06,Einspieler,,,,2023-06-14,,"2'38""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (14.06.2023) Heute im Studio: Helge Fuhst und Susanne Daubner. Wir begruessen Sie herzlich, schoen dass Sie dabei sind. Auch von mir einen guten Abend. Viele kennen ihn aus Hollywood-Blockbustern, in denen die Welt gerettet wird: Den Situation Room im Weissen Haus. In Echt tagt in dem ""Lageraum"" der ""Nationale Sicherheitsrat"" der USA, unter dem Vorsitz des Praesidenten, bereits seit dem Kalten Krieg. Und in Deutschland? Kommt so ein Gremium in der ersten Nationalen Sicherheitsstrategie nicht vor. Es lag wohl auch am Machtkampf zwischen Kanzleramt und Aussenministerium. Auch sonst ist das Papier noch nicht vollstaendig. Dazu gleich Aussenministerin Baerbock bei uns im Interview. Zunaechst aber Claudia Buckenmaier ueber einen historischen Schritt: Der ersten Nationalen Sicherheitsstrategie der Bundesrepublik Deutschland. Gruppenbild mit Kanzler. Ein solches Ministeraufgebot fuer eine Pressekonferenz hat Seltenheitswert. Demonstrative Einigkeit. Alle Verzoegerungen, das Ringen um Formulierungen Ð vergessen. Scholz will sich nicht treiben lassen Ð jetzt nicht und auch nicht in Zukunft. Wir sind fertig, wenn wir fertig sind. Die Ampelkoalition praesentiert die erste Nationale Sicherheitsstrategie fuer Deutschland. Sicherheit - neu, anders und umfassender gedacht. Das neue Zauberwort: integrierte Sicherheit. Es ist ein grosser Umbruch im Umgang mit Sicherheitsfragen, den wir vollziehen. Wir kommen weg von der Konzentration allein auf Verteidigungsfragen. Wir haben ein integriertes Sicherheitskonzept. Eine 360-Grad-Perspektive. Sicherheit im 21. Jahrhundert bedeutet, in der Apotheke verlaesslich Medikamente zu bekommen. Sicherheit bedeutet, beim Chatten mit Freunden nicht von China ausspioniert oder in sozialen Netzwerken nicht von russischen Bots manipuliert zu werden. Vieles wird in der Strategie angerissen: Es geht um Energiesicherheit, die Gefahr durch Umweltkatastrophen und Pandemien sowie um Cyberangriffe."
Tagesthemen,06 Heizungsgesetz im Bundestag,Sachinhalt,Caren Miosga,Moderation,"Der Bundestag hat in erster Lesung über das Gebäudeenergiegesetz (GEG), das sogenannte Heizungsgesetz, der Bundesregierung. SPD, Bündnis 90/Die Grünen und FDP hatten sich erst vor zwei Tagen auf einen Kompromiss mit zahlreichen Änderungen an dem ursprünglichen Entwurf geeinigt. Bildinhalt",2023-06-15,22:31:04.18,"2'38""",
Tagesthemen,06 Heizungsgesetz im Bundestag,Bildinhalt,Caren Miosga,Moderation,"Verspätete Ankunft Robert Habeck im Plenarsaal und Begrüßung von Franziska Brantner, Parlamentarische Staatssekretärin Bundesministerin für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen; Oppositionspolitiker im Gespräch im Bundestag",2023-06-15,22:31:04.18,"0'33""",
Tagesthemen,06 Heizungsgesetz im Bundestag,Bildinhalt,Caren Miosga,Moderation,Bundestagsabgeordnete bei einer Abstimmung (zum Änderungsantrag der Koalitionsfraktionen zur Tagesordnung); zufrieden wirkender Robert Habeck sitzt mit verschränkten Armen im Bundestag O-Ton,2023-06-15,22:31:52.16,"0'12""",
Tagesthemen,06 Heizungsgesetz im Bundestag,O-Ton,Bernd Baumann,Fraktion AfD,"(""Wir sollen also heute über einen toten Gesetzentwurf debattieren, der inkeiner Weise enthält, was später Gesetz werden soll. Die Regierung will hier einen Blankoscheck, das darfnicht auf die Tagesordnung"")",2023-06-15,22:31:38.18,"0'13""",
Tagesthemen,06 Heizungsgesetz im Bundestag,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(""Der Kern desGesetzes, die Dekarbonisierung der Wärme, nicht mehr immer neue Öl- und Gasheizungen einbauen, derbleibt erhalten"")",2023-06-15,22:32:08.16,"0'07""",
Tagesthemen,06 Heizungsgesetz im Bundestag,O-Ton,Jens Spahn,stellvertretender Fraktionsvorsitzender CDU/CSU,"(""Wenn ich nächstes Jahr als Bürger eineGasheizung einbaue, muss ich die dann 2028 wieder ... ausbauen, wenn eine Wärmeplanung da ist? Siesagen Ja, sie sagen Nein. Wird es vor Einbau einer Gasheizung eine verpflichtende Beratung geben, sagendie Grünen oder ein Beratungsangebot, sagt die FDP"")",2023-06-15,22:32:27.06,"0'18""",
Tagesthemen,06 Heizungsgesetz im Bundestag,O-Ton,Lukas Köhler,stellvertretender Fraktionsvorsitzender FDP,"(Erst muss der Staat vorlegen, wie esHeizungen/Heizsystemen vor Ort weitergehen soll. Dazu muss die Kommune eine Werbeplanung vorlegen.Und dann muss der Bürger darauf abgestimmt, frei entscheiden können, was er bei sich einbaut)",2023-06-15,22:33:01.21,"0'14""",
Tagesthemen,06 Heizungsgesetz im Bundestag,O-Ton,Caren Lay,Fraktion Die Linke,(befürchtet eine stärkere Belastung von Mietern durch den Gesetzentwurf),2023-06-15,22:33:22.21,"0'08""",
Tagesthemen,Rhetorik-Verschiebung? CSU-Vorstand zu Mo 22:14 06,Einspieler,,,,2023-06-15,,"2'42""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (15.06.2023) Heute im Studio: Caren Miosga und Judith Rakers. Guten Abend zu den tagesthemen. Hallo auch von mir. Putins Krieg gegen die Ukraine ist in Russland selbst angekommen. Das bekommen auch die Menschen auf russischem Gebiet zu spueren. Einige russische Orte nahe der Grenze zur Ukraine wurden so stark beschossen, dass sie evakuiert werden mussten. Bislang wussten wir das alles nur von Augenzeugenberichten, da das russische Staatsfernsehen darueber nicht berichtet. Doch unsere Studioleiterin in Moskau konnte sich ein Bild machen von der verzweifelten Lage der Menschen. An der russisch-ukrainischen Grenze mussten sie aus dem Ort Schebekino in die Regionalhauptstadt Belgorod fliehen. Geschichten, die wir bislang nur aus der Ukraine kennen, ereignen sich jetzt auch in Russland selbst. Gefluechtet - im eigenen Land. Diese Menschen stammen aus der russischen Kleinstadt Schebekino, nur wenige Kilometer von der Ukraine entfernt. Sie alle sind nach Belgorod geflohen. Tag und Nacht sei Schebekino beschossen worden. Die Wut ist gross. Sind Sie nicht sauer auf die Ukraine? Noch wuetender macht mich Biden. Der hat ueberall seine Finger drin. Erst Jugoslawien. Jetzt will er uns. Ich wuerde da so draufhauen, dass Amerika ein fuer alle Mal vergessen ist. Nie haetten wir gedacht, dass mit Schebekino etwas passiert. Dass unser Putin das zulaesst. Wir dachten immer, dass er uns beschuetzt, zusammen mit Verteidigungsminister Schoigu. Aber es zeigt sich: Niemand beschuetzt uns. So soll es in Schebekino jetzt aussehen. Die Stadt ist gesperrt, Journalisten duerfen nicht hin. Diese Aufnahmen veroeffentlicht der Gouverneur. 40.000 Menschen lebten hier. Russland beschuldigt die Ukraine, Schebekino beschossen zu haben. Die Ukraine aeussert sichnicht. Im Mai waren aus Russland stammende,"
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,Sachinhalt,Ingo Zamperoni,Moderation,"Politikwissenschaftlerin Astrid Seville schätzt die Rhetorik des bayerischen Ministerpräsidenten Markus Söder (CSU) in aktuellen Landtagswahlkampf ein. In der Vergangenheit war Söder mit lauten Attacken gegenüber der Bundesregierung und ihrer Politik aufgefallen. Wegen ihrer Teilnahme an einer Demonstration in Erding, an der auch Querdenker und AfD-Anhänger teilnahmen, stehen Markus Söder und Vize-Ministerpräsident Hubert Aiwanger (Freie Wähler) in der Kritik. Insbesondere Aiwanger wird dafür kritisiert, die Wortwahl der AfD benutzt zu haben. 15.11.2023 09:50 Seite 38 von 57 NDR Copyright (c) 2004",2023-06-19,22:33:19.08,"2'42""",
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,Bildinhalt,Ingo Zamperoni,Moderation,"Markus Söder u.a. posiert vor CSU-Wahlplakat ""In Bayern lebt es sich einfach besser""",2023-06-19,22:33:19.08,"0'30""",
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,Bildinhalt,Ingo Zamperoni,Moderation,10.06.2023: Demonstration gegen Heizungsgesetz in Erding,2023-06-19,22:33:49.17,"0'59""",
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,O-Ton,Markus Söder,Ministerpräsident Bayern/Vorsitzender CSU,(Die Ampel ist ideologisch und zerstritten und wirin Bayern sind pragmatisch und bodenständig),2023-06-19,22:33:30.05,"0'06""",
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,O-Ton,Markus Söder,,(Man darf nicht wegen jeder schnellen Stimme den politischen Anstand verlieren),2023-06-19,22:33:44.15,"0'05""",
Tagesthemen,06 Rhetorik-Verschiebung? CSU-Vorstand zu Wahlkampf,O-Ton,10.06.2023: Hubert Aiwanger,Minister für Wirtschaft und Energie Bayern/Freie Wähler,"(""Und jetzt ist derPunkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss"")",2023-06-19,22:34:04.00,"0'09""",
Tagesthemen,Einigung Heizungsgesetz Di 22:16 01,Einspieler,,,,2023-06-19,,"2'44""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (19.06.2023) Heute im Studio: Ingo Zamperoni und Thorsten Schroeder. Willkommen zu den tagesthemen. Guten Abend auch von mir. Wenn die Stichworte fallen: Hohe Energiepreise, Fachkraeftemangel oder Digitalisierung ... Von welcher Branche ist da wohl die Rede? Nun, von ziemlich vielen, denn es geht um die deutsche Industrie insgesamt. Und damit die Arbeitgeber von Millionen Beschaeftigten hierzulande. Beim heutigen Tag der Industrie war gleich von einem ganzen Berg unerledigter Themen die Rede. Die muesse die Bundesregierung jetzt schnell anpacken und umsetzen. Damit deutsche Unternehmen nicht hinten runterfallen - oder abwandern. So geht's nicht! Als BDI-Praesident Russwurm zum Auftakt des Tages der Industrie in Berlin die Buehne betritt, duerfte dem Kanzler klar sein: Gleich folgt eine Generalabrechnung mit dem Kurs der Regierung: Politik und Verwaltung ueberblicken nicht alles besser als die Experten in Unternehmen und Verbaenden! Geschwindigkeit an sich ist kein Wert, und kein Mehrwert, wenn die Richtung nicht stimmt! Eine Breitseite nach der naechsten: Hohe Energiepreise, zu hohe Belastungen durch die Energiewende Ð und dann auch noch der Fachkraeftemangel. So drohten Unternehmen abzuwandern, klagt Russwurm. Der Kanzler sieht Deutschland in Wirtschaftsfragen trotzdem auf Kurs. Viele Verbesserungen seien schon Gesetz Ð oder wuerden es. Wie zur Beschwichtigung hat er etwas mitgebracht: Die juengste Einigung zum Fachkraefteeinwanderungsgesetz. Es wird erhebliche Innovationen und Verbesserungen mit sich bringen. Deutschland wird das Land sein, dass das modernste Fachkraefte- bzw. Arbeitskraefteeinwanderunsgrecht der Welt bekommt. Und das sieht der Gesetzentwurf vor: Je mehr Punkte, desto besser die Perspektive, in Deutschland arbeiten zu duerfen."
Tagesthemen,01 Einigung Heizungsgesetz,Sachinhalt,Caren Miosga,Moderation,"Die Fraktionsspitzen von SPD, Bündnis 90/Die Grünen und FDP haben sich nach monatelangem Streit in zentralen Fragen zum Gebäudeenergiegesetz (Heizungsgesetz) geeinigt. Kern des Regelwerks ist der Grundsatz, ab dem 1. Januar 2024 Heizungen einzubauen, die zu 65 Prozent mit erneuerbaren Energien betrieben werden. Bildinhalt",2023-06-27,22:17:28.20,"2'44""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Heizkraftwerk Süd München (Teilansicht),2023-06-27,22:17:28.20,"0'26""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Reichstagsgebäude (Teilansicht),2023-06-27,22:17:55.20,"0'05""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Grafik: Planungen für Gasheizungen in Gebäudeenergiegesetz,2023-06-27,22:18:00.22,"0'11""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Fotos: Abgeordnete vor Paul-Löbe-Haus u.a. mit Stapel Pizza-Kartons (Symbolbild Marathonsitzung),2023-06-27,22:18:11.24,"0'12""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Grafik: Klimafreundliche Heizungen Förderung,2023-06-27,22:18:46.04,"0'16""",
Tagesthemen,01 Einigung Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Stadtwerke München (Teilansicht) / Geschäftsführer Florian Bieberbach am Laptop O-Ton,2023-06-27,22:20:01.13,"0'11""",
Tagesthemen,01 Einigung Heizungsgesetz,O-Ton,Florian Bieberbach,Vorsitzender Geschäftsführung Stadtwerke München,,2023-06-27,22:17:42.24,"0'12""",
Tagesthemen,01 Einigung Heizungsgesetz,O-Ton,Christian Lindner,Bundesminister der Finanzen/Vorsitzender FDP,"(Gesetz geht absolut in die richtigeRichtung, nämlich die ""Technologie-Freiheit"" zu stärken und bei finanzieller Förderung tragfähige konkreteVereinbarungen zu ergänzen)",2023-06-27,22:18:28.09,"0'17""",
Tagesthemen,01 Einigung Heizungsgesetz,O-Ton,Matthias Miersch,stellvertretender Fraktionsvorsitzender SPD,"(Es wird kollektiv geplant, keiner wird mitseiner Planung alleine gelassen; Mieter sind uns sehr wichtig gewesen)",2023-06-27,22:19:18.15,"0'07""",
Tagesthemen,01 Einigung Heizungsgesetz,O-Ton,Katharina Dröge,Fraktionsvorsitzende Bündnis 90/Die Grünen,(Mit Gebäudeenergiegesetz schaffen wir15.11.2023 09:50 Seite 40 von 57 NDR Copyright (c) 2004,2023-06-27,22:19:33.19,"0'08""",
Tagesthemen,01 Einigung Heizungsgesetz,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Monatelanger Streit der Ampel und nur wenige Tage, um es durch denBundestag zu drücken, das wird dazu führen, dass wieder Fehler gemacht werden, dass repariert werdenmuss; es beschädigt, parlamentarische Beratung)",2023-06-27,22:19:48.09,"0'13""",
Tagesthemen,Gesamtpaket Heizungsgesetz Fr 21:45 01,Einspieler,,,,2023-06-27,,"3'02""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (27.06.2023) Heute im Studio: Caren Miosga und Julia-Niharika Sen. Wir begruessen Sie, willkommen. Guten Abend. Wir beginnen mit dem erhitzt gefuehrten Heizungsstreit. in dem es jetzt gruenes Licht gab. Fuer das urspruenglich gruene Gesetz das nun noch rote und gelbe Farbtupfer hat. Die Koalitionaere sind sich nun also einig, was drinstehen und wer zu welchen Kosten heizen soll. So scheint die Regierung auf Betriebstemperatur zu kommen. Auch wenn man jetzt uneins ist, wer dieses Werk gestaltet hat. Heizkraftwerk Muenchen-Sued. Hier entsteht Fernwaerme mit Erdgas und in Zukunft vielleicht auch mit Wasserstoff. Von wasserstofffaehigen Heizungen in Haeusern oder Wohnungen halten sie bei den Stadtwerken aber wenig. Die Stadt Muenchen hat Gutachten in Auftrag gegeben. Das Ergebnis war, dass sich in Muenchen das vermutlich fuer die meisten Kunden nicht rechnen wird. Weil der Wasserstoff zu teuer wird. Die Ampel setzt weiter auch auf Wasserstoff. Gasheizungen sollen auf Draengen der FDP erlaubt bleiben, wenn der Anteil gruener Gase stimmt: Als gestern Pizza ins Paul-Loebe-Haus in Berlin geliefert wird, ist klar: Das Ringen der Ampel um das Gesetz wird laenger dauern. Heute frueh sickert durch: Es gab einen Durchbruch. Der Finanzminister reagiert zuerst. Von dem, was ich gehoert habe, geht es in eine richtige Richtung, naemlich die Frage der Technologiefreiheit zu staerken. Auch im Bereich der finanziellen Foerderung tragfaehige Vereinbarungen zu ergaenzen. So sollen die aussehen. Grossstaedte sollen bis 2026 die Waermeplanung abgeschlossen haben. Vermieter sollen maximal 10 % der Kosten auf Mieter umlegen koennen. Das mache den Umstieg sozialvertraeglicher, so die SPD: Es wird kollektiv geplant, keiner wird alleingelassen mit seiner Planung."
Tagesthemen,01 Gesamtpaket Heizungsgesetz,Sachinhalt,Caren Miosga,Moderation,"Nach monatelangem Streit in der Regierungskoalition liegt der überarbeitete Entwurf des Gebäudeenergiegesetzes (Heizungsgesetzes) vor. Damit kann der Bundestag in der kommenden Woche darüber abstimmen. Das Gesetz soll sicherstellen, dass Haushalte langfristig von Öl und Gas auf klimafreundlichere Heizungen umsteigen. Bildinhalt",2023-06-30,21:46:57.19,"3'02""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,15.11.2023 09:50 Seite 41 von 57 NDR Copyright (c) 2004,2023-06-30,21:46:57.19,"0'19""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Gesetzentwurf Gebäudeenergiegesetz (nah),2023-06-30,21:47:17.08,"0'07""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Grafik: Klimafreundliche Heizungen Förderung,2023-06-30,21:48:23.10,"0'17""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,Bildinhalt,Caren Miosga,Moderation,Robert Habeck u.a. besichtigt Wellenströmungskanal O-Ton,2023-06-30,21:49:40.06,"0'19""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,(Wir haben ja nocheine Woche Zeit und dann ist genug beraten worden und wir können mal einen Haken dahinter machen),2023-06-30,21:47:10.15,"0'06""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Christian Dürr,Fraktionsvorsitzender FDP,"(Auf was wir uns politisch schon verständigt hatten, steht jetzt imGesetzestext; keine Eingriffe ins Eigentum, keine Verbote und vor allem maximale Technologieoffenheit;kurzum die Heizung muss zum Haus passen)",2023-06-30,21:47:28.18,"0'12""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Lamia Messari-Becker,Lehrstuhl für Gebäudetechnologie und Bauphysik Universität Siegen,"(DasGebäudeenergiegesetz ist im Zusammenhang mit der kommunalen Wärmeplanung offener geworden, d.h.wir schaffen vor Ort Klarheit über alle möglichen Optionen einer klimafreundlichen Heizung)",2023-06-30,21:48:02.05,"0'21""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Andreas Jung,Fraktion CDU/CSU,"(Kritik am engen Zeitrahmen, den Parlamentarier vor der Abstimmunghaben)",2023-06-30,21:49:08.23,"0'10""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Klaus Ernst,Fraktion Die Linke,"(Dass mit der Brechstange Klimagesetze durchgedrückt werden sollen, ohneausführliche Diskussion mit Sachverständigen, ohne Einbeziehung der Bürger und nachdem das einbesonderes Gesetz ist, das hohe Wellen geschlagen hat)",2023-06-30,21:49:27.00,"0'13""",
Tagesthemen,01 Gesamtpaket Heizungsgesetz,O-Ton,Robert Habeck,Bundesminister für Wirtschaft und Klimaschutz/Bündnis 90/Die Grünen,"(Zufrieden sowohl inder Sache des Gesetzes als auch, ""dass wir jetzt wieder alle Freunde sind"")",2023-06-30,21:49:45.06,"0'09""",
Tagesthemen,Meinung: Kommentar von Daniel Pokraka zum Fr 21:45 02,Einspieler,,,,2023-06-30,,"1'47""","Hier ist das Erste Deutsche Fernsehen mit den tagesthemen. Diese Sendung wurde vom NDR live untertitelt (30.06.2023) Heute im Studio: Caren Miosga und Constantin Schreiber. Willkommen zu den tagesthemen. Schoenen guten Abend. Es ist ein Gesetz, das Deutschland beim Klimaschutz nach vorne bringen soll. Die Gesetzesmacher duerften auf dem Weg dorthin um Jahre gealtert sein. Selten sorgte eine politische Idee fuer so viel Unruhe, Misstrauen und derart viel Streit. Die Stimmung unter den Koalitionaeren sank genauso in den Keller wie die Umfragewerte fuer die Ampelparteien. Aber es geht auch um viel: eine Waermewende. Heute liegt der Gesetzesentwurf vor. Gabor Halasz zeigt, was drin steht. Wellen haben sie genug gemacht in der Ampel. Was haben sie gestritten um das Heizungsgesetz. Und was hat er sich geaergert. Robert Habeck schaut heute aus der Ferne nach Berlin. Deutlich entspannter. Wir haben ja noch eine Woche Zeit, dann wurde genug beraten. Dann koennen wir einen Haken dahinter machen. Doch vor dem Haken muss viel gelesen werden: ÈUber 100 Seiten, viele Details - Schwer zu verstehen. Das, was die Ampel nach langem Streit beschlossen hat. Das, auf was wir uns verstaendigt haben,"
